사과__08/NNG	동시/NNG 에/JKB 국내/NNG 각/MM 언론사/NNG 에/JKB 	사과/NNG	성명/NNG 을/JKO 발표/NNG 하/XSV 겠/EP 다는/ETM 약속/NNG 까지/JX 하/VV 았/EP 다/EF ./SF 
사과__08/NNG	1992/SN //SP 12/SN //SP 05/SN 22/SN "/SS 해병/NNG 전우회/NNG 민자/NNP 지지/NNG //SP 김동길/NNP 씨/NNB 발언/NNG 은/JX 허위/NNG "/SS //SP 공식/NNG 	사과/NNG	요구/NNG 해병/NNG 전우회/NNG (/SS 총재/NNG 김성은/NNP )/SS 는/JX 4/SN 일/NNB 최근/NNG 김동길/NNP 국민당/NNP 최고/NNG 위원/NNG 이/JKS 기자/NNG 회견/NNG 을/JKO 통하/VV 아/EC '/SS 해병/NNG 전우회/NNG 가/JKS 
사과__08/NNG	날조/NNG 되/VV ᆫ/ETM 모략/NNG 으로/JKB 해병/NNG 전우회/NNG 의/JKG 와해/NNG 를/JKO 시도/NNG 하/XSV 는/ETM 엄청나/VA ᆫ/ETM 사기/NNG 극/NNG "/SS 이/VCP 라며/EC 김/NNP 최고/NNG 위원/NNG 의/JKG 공식/NNG 	사과/NNG	를/JKO 요구/NNG 하/XSV 았/EP 다/EF ./SF 
사과__08/NNG	떨리/VV 는/ETM 목소리/NNG 로/JKB 	사과/NNG	하/XSV 는/ETM 김/NNP 대통령/NNG 의/JKG 모습/NNG 은/JX '/SS 오죽/MAG 하/XSA 면/EC 저/MM 지경/NNB 까지/JX 가/VV 았/EP 는가/EC '/SS 하/VV 는/ETM 안타깝/VA ᄆ/ETN 마저/JX 느끼/VV 게/EC 
사과__08/NNG	그러나/MAJ 대국민/NNG 	사과/NNG	를/JKO 하/VV ᆯ/ETM 때/NNG 의/JKG 김/NNP 대통령/NNG 은/JX 지도자/NNG 의/JKG 초라/XR 하/XSA ᆫ/ETM 잔영/NNG 만/JX 기억/NNG 에/JKB 머물/VV 게/EC 하/VV 았/EP 다/EF ./SF 
사과__08/NNG	어떻든/MAG 김/NNP 대통령/NNG 의/JKG 	사과/NNG	는/JX 의도/NNG 적/XSN 이/VCP 든/EC 우연/NNG 이/VCP 든/EC ,/SP 진실/NNG 성/XSN 이/JKS 있/VV 든/EC 없/VA 든/EC 기막히/VA 게/EC 타이밍/NNG 이/JKS 맞/VV 아/EC 떨어지/VV 었/EP 다/EF 
사과__08/NNG	월드컵/NNG 열기/NNG 가/JKS 김/NNP 대통령/NNG 의/JKG 	사과/NNG	를/JKO '/SS 압도/NNG '/SS 하/XSV 아/EC 뒷말/NNG 이/JKS 쑥/MAG 들어가/VV 았/EP 기/ETN 때문/NNB 이/VCP 다/EF ./SF 
사과__08/NNG	가/JKC 되/VV 어서/EC 는/JX 안/MAG 되/VV ᆫ다/EC "/SS 고/JKQ 강조/NNG 하/XSV ᆫ/ETM 것/NNB 이나/JX 한국/NNP 공관/NNG 무단/NNG 진입/NNG 과/JC 외교관/NNG 폭행/NNG 에/JKB 대하/VV ᆫ/ETM 공식/NNG 	사과/NNG	없이/MAG 포괄/NNG 적/XSN 이/VCP ᆫ/ETM 유감/NNG 표명/NNG 만/JX 으로/JKB 사건/NNG 을/JKO 서두르/VV 어/EC 봉합/NNG 하/XSV ᆫ/ETM 것/NNB 은/JX 향후/NNG 유사/NNG 사건/NNG 의/JKG 재발/NNG 을/JKO 억제/NNG 
사과__08/NNG	는/JX "/SS 지난해/NNG 여름/NNG 구성/NNG 되/XSV ᆫ/ETM 새/MM 내각/NNG 이/JKS 몇/MM 달/NNG 간__x16/NNG 한/MM 일/NNG 이/VCP 라고/EC ᆫ/JX 정책/NNG 실패/NNG 와/JC 이/NP 에/JKB 대하/VV ᆫ/ETM 	사과/NNG	뿐/JX "/SS 이라고/JKQ 꼬집/VV 었/EP 다/EF ./SF 
사과__08/NNG	의/JKG 명예/NNG 를/JKO 훼손/NNG 하/XSV 았/EP 다/EF "/SS 며/EC 총/MM 1200/SN 만/NR 엔/NNB (/SS 약/MM 1/SN 억/NR 2000/SN 만/NR 원/NNB )/SS 의/JKG 손해/NNG 배상/NNG 과/JC 	사과/NNG	광고/NNG 등/NNB 을/JKO 요구/NNG 하/XSV 는/ETM 소송/NNG 을/JKO 도쿄지법/NNP 에/JKB 제출/NNG 하/XSV 았/EP 다고/EC 마이니치신문/NNP 이/JKS 전하/VV 았/EP 다/EF ./SF 
사과__08/NNG	ᆫ/ETM 정부/NNG 의/JKG 조치/NNG 는/JX 지나치/VA 게/EC 안이/XR 하/XSA 다/EC "/SS 고/JKQ 지적/NNG 하/XSV 고/EC "/SS 정부/NNG 는/JX 북한/NNP 에/JKB 대하/VV 아/EC 강력/XR 하/XSA 게/EC 	사과/NNG	와/JC 재발/NNG 방지/NNG ./SP 배상/NNG 을/JKO 요구/NNG 하/XSV 고/EC 이런/MM 사태/NNG 에/JKB 이르/VV 게/EC 되/VV ᆫ/ETM 그동안/NNG 의/JKG 대북/NNG (/SS 대북/NNG (/SS 대북/NNG )/SS )/SS 
사과__08/NNG	하/XSV 겠/EP 다는/ETM 정부/NNG 와/JC 청와대/NNP 의/JKG 인식/NNG 은/JX 심각/XR 하/XSA ᆫ/ETM 문제/NNG 가/JKS 있/VV 다/EC "/SS 면서/EC "/SS 북한/NNP 의/JKG 재발/NNG 방지/NNG 약속/NNG 과/JC 	사과/NNG	,/SP 국민/NNG 의/JKG 안전/NNG 을/JKO 위하/VV ᆫ/ETM 확고/XR 하/XSA ᆫ/ETM 조치/NNG 를/JKO 약속/NNG 받/VV 은/ETM 후/NNG 금강산/NNP 관광/NNG 을/JKO 재개/NNG 하/XSV 아야/EC 하/VX ᆫ다/EC "/SS 
사과__08/NNG	정부/NNG 는/JX 즉각/MAG 남/NNP 북한/NNP 당국자/NNG 회담/NNG 을/JKO 열/VV 어/EC 이번/NNG 사태/NNG 에/JKB 대하/VV ᆫ/ETM 엄정/XR 하/XSA ᆫ/ETM 추궁/NNG 과/JKB 함께/MAG 북한/NNP 의/JKG 	사과/NNG	./SP 배상/NNG ,/SP 추후/NNG 재발/NNG 방지/NNG 약속/NNG 등/NNB 을/JKO 받/VV 아/EC 내/VX 야/EC 하/VX ᆫ다/EF ./SF 
사과__08/NNG	정부/NNG 는/JX 사태/NNG 가/JKS 발생/NNG 하/XSV ᆫ/ETM 지난달/NNG 29/SN 일/NNB 북한/NNP 측/NNB 의/JKG 	사과/NNG	와/JC 해명/NNG 을/JKO 요구/NNG 하/XSV 았/EP 을/ETM 뿐/NNB 구체/NNG 적/XSN 이/VCP 고/EC 단호/XR 하/XSA ᆫ/ETM 대응책/NNG 은/JX 내놓/VV 지/EC 않/VX 았/EP 다/EF ./SF 
사과__08/NNG	이낙연/NNP (/SS 李洛淵/SH )/SS 대변인/NNG 은/JX 연이틀/NNG 성명/NNG 을/JKO 나/NP 의/JKG "/SS 북한/NNP 은/JX 서해/NNP 도발/NNG 의/JKG 진실/NNG 을/JKO 인정/NNG 하/XSV 고/EC 	사과/NNG	하/XSV 라/EC "/SS 며/EC "/SS 정부/NNG 도/JX 대북/NNG (/SS 대북/NNG (/SS 대북/NNG )/SS )/SS 안보/NNG 자세/NNG 에/JKB 이완/NNG 이/JKS 없/VA 었/EP 는지/EC 철저히/MAG 점검/NNG 하/XSV 
사과__08/NNG	양주군/NNP 에서/JKB 발생/NNG 하/XSV ᆫ/ETM 미군/NNG 장갑차/NNG 의/JKG 여중/NNG 생/XSN 2/SN 명/NNB 치사/NNG 사고/NNG 에/JKB 대하/VV 아/EC 리언/NNP 러포트/NNP 주한/NNG 미군/NNG 사령관/NNG 이/JKS 4/SN 일/NNB 	사과/NNG	하/XSV 았/EP 다/EF ./SF 
사과__08/NNG	때/NNG 늦/VA 은/ETM 감/NNG 이/JKS 있/VV 으나/EC 주한/NNG 미군/NNG 사령관/NNG 의/JKG 공식/NNG 	사과/NNG	는/JX 다행/NNG 스럽/XSA ᆫ/ETM 일/NNG 로/JKB 사태/NNG 수습/NNG 에/JKB 실마리/NNG 가/JKC 되/VV 기/ETN 를/JKO 기대/NNG 하/XSV ᆫ다/EF ./SF 
사과__08/NNG	북한/NNP 이/JKS 후자/NNG 에/JKB 무게/NNG 를/JKO 싣/VV 은/ETM 것/NNB 이/VCP 라면/EC 서해/NNP 교전/NNG 에/JKB 대하/VV ᆫ/ETM 	사과/NNG	와/JC 책임자/NNG 처벌/NNG 을/JKO 우선/NNG 하/XSV 는/ETM 것/NNB 이/JKS 정도/NNG 이/VCP 라고/EC 우리/NP 는/JX 강조/NNG 하/XSV ᆫ다/EF ./SF 
사과__08/NNG	당국자/NNG 들/XSN 은/JX 84/SN 년/NNB 올림픽/NNG 단일팀/NNG 구성/NNG 을/JKO 위하/VV ᆫ/ETM 남북/NNP 체육/NNG 회담/NNG 에서/JKB 미얀마/NNP 아웅산/NNP 테러/NNG 에/JKB 대하/VV ᆫ/ETM 	사과/NNG	문제/NNG 를/JKO 논의/NNG 하/XSV ᆫ/ETM 점/NNG 이나/JC ,/SP 99/SN 년/NNB 서해/NNP 교전/NNG 일주일/NNG 뒤/NNG 베이징/NNP (/SS 北京/SH )/SS 차관/NNG 급/NNG 당국/NNG 회담/NNG 에서/JKB 양측/NNG 이/JKS 
사과__08/NNG	북한/NNP 의/JKG 	사과/NNG	는/JX 환영/NNG 받/VV 을/ETM 일/NNG 이/VCP 다/EF ./SF 
사과__08/NNG	최고/NNG 위원/NNG 회의/NNG 에/JKB 宋/SH 의원/NNG 이/JKS 참석/NNG 하/XSV 아/EC 	사과/NNG	하/XSV 도록/EC 하/VV 았/EP 고/EC ,/SP 한화갑/NNP (/SS 韓和甲/SH )/SS 대표/NNG 는/JX 宋/SH 의원/NNG 에게/JKB "/SS 전화/NNG 를/JKO 걸/VV 어/EC 사과/NNG 하/XSV 는/ETM 것/NNB 이/JKS 
사과__08/NNG	이/JKS 참석/NNG 하/XSV 아/EC 사과/NNG 하/XSV 도록/EC 하/VV 았/EP 고/EC ,/SP 한화갑/NNP (/SS 韓和甲/SH )/SS 대표/NNG 는/JX 宋/SH 의원/NNG 에게/JKB "/SS 전화/NNG 를/JKO 걸/VV 어/EC 	사과/NNG	하/XSV 는/ETM 것/NNB 이/JKS 좋/VA 겠/EP 다/EC "/SS 고/JKQ 강/XR 하/XSA 게/EC 권/NNG 하/XSV 았/EP 다/EF ./SF 
사과__08/NNG	그러나/MAJ "/SS 의원/NNG 총회/NNG 참석/NNG 을/JKO 권유/NNG 하/XSV 다가/EC 심하/VA ᆫ/ETM 말/NNG 이/JKS 나오/VV ᆫ/ETM 데/NNB 	사과/NNG	하/XSV ᆫ다/EC "/SS 는/JX 宋/SH 의원/NNG 의/JKG 해명/NNG 을/JKO 전하/VV 아/EC 듣/VV 은/ETM 趙/SH 의원/NNG 은/JX "/SS 宋/SH 의원/NNG 의/JKG 폭언/NNG 은/JX 단순/NNG 하/XSA ᆫ/ETM 
사과__08/NNG	趙/SH 의원/NNG 은/JX ▶/SW 언론/NNG 을/JKO 통하/VV ᆫ/ETM 宋/SH 의원/NNG 의/JKG 공식/NNG 	사과/NNG	▶/SW 당/NNG 차원/NNG 의/JKG 宋/SH 의원/NNG 문책/NNG 을/JKO 요구/NNG 하/XSV 았/EP 다/EF ./SF 
사과__08/NNG	이회창/NNP 대통령/NNG 후보/NNG 가/JKS 지나/VV ᆫ/ETM 7/SN 일/NNB 	사과/NNG	하/XSV 았/EP 음/ETN 에/JKB 도/JX 비난/NNG 여론/NNG 이/JKS 잦아들/VV 지/EC 않/VX 아서/EC 이/VCP 다/EF ./SF 
사과__08/NNG	내용/NNG 도/JX 밝히/VV 지/EC 않/VX 은/ETM 채/NNB 막연히/MAG "/SS 미국/NNP 쪽/NNB 에서/JKB 그런/MM 얘기/NNG 가/JKS 나오/VV 기/ETN 에/JKB 농담/NNG 처럼/JKB 하/VV 았/EP 다/EC "/SS 고/JKQ 	사과/NNG	하/XSV 았/EP 다지만/EC 못내/MAG 유감/NNG 이/VCP 다/EF ./SF 
사과__08/NNG	한나라당/NNP 지도부/NNG 는/JX 金/SH 의원/NNG 발언/NNG 에/JKB 대하/VV 아/EC 진지/XR 하/XSA 게/EC 	사과/NNG	하/XSV 고/EC ,/SP 이런/MM 일/NNG 이/JKS 재발/NNG 하/XSV 지/EC 않/VX 도록/EC 내부/NNG 단속/NNG 을/JKO 강화/NNG 하/XSV 아야/EC 하/VX ᆫ다/EF ./SF 
사과__08/NNG	그리고/MAJ "/SS 잘못/MAG 하/XSV 았/EP 다/EF "/SS 며/EC 	사과/NNG	하/XSV 았/EP 다/EF ./SF 
사과__08/NNG	서해/NNP 교전/NNG 에/JKB 대하/VV ᆫ/ETM 북한/NNP 의/JKG 	사과/NNG	등/NNB 이/JKS 있/VV 어야/EC 하/VX ᆫ다는/ETM 것/NNB 이/VCP 다/EF ./SF 
사과__08/NNG	그/NP 는/JX "/SS 우리/NP 당/NNG 주장/NNG 은/JX 대통령/NNG 이/JKS 협상/NNG 은폐/NNG 부분/NNG 을/JKO 	사과/NNG	하/XSV 고/EC 재발/NNG 방지/NNG 를/JKO 약속/NNG 하/XSV 며/EC 세이프가드/NNG 협상/NNG 에/JKB 다시/MAG 나서/VV 어야/EC 하/VX ᆫ다는/ETM 것/NNB "/SS 이라고/JKQ 밝히/VV 었/EP 다/EF ./SF 
사과__08/NNG	문제/NNG 도/JX 조율/NNG 하/XSV 게/EC 되/VV ᆯ/ETM 것/NNB "/SS 이/VCP 라며/EC "/SS 국민/NNG 에게서/JKB 미흡/NNG 하/XSA 다는/ETM 지적/NNG 을/JKO 받/VV 고/EC 있/VX 는/ETM 서해/NNP 교전/NNG 	사과/NNG	문제/NNG 는/JX 실무/NNG 접촉/NNG 보다/JKB 본회담/NNG 에서/JKB 보다/MAG 분명히/MAG 지적/NNG 하/XSV ᆯ/ETM 것/NNB "/SS 이라고/JKQ 말/NNG 하/XSV 았/EP 다/EF ./SF 
사과__08/NNG	심려/NNG 를/JKO 끼치/VV 어/EC 드리/VX 어/EC 정말/MAG 죄송/XR 하/XSA 고/EC 민주당/NNP 이/JKS 잘못/NNG 을/JKO 많이/MAG 하/VV 아/EC 하/VX ᆯ/ETM 말/NNG 이/JKS 없/VA 다/EC "/SS 고/JKQ 	사과/NNG	하/XSV 았/EP 다/EF ./SF 
사과__08/NNG	한나라당/NNP 은/JX 북한/NNP 의/JKG 유감/NNG 표명/NNG 을/JKO 	사과/NNG	로/JKB 간주/NNG 하/XSV 는/ETM 정부/NNG 의/JKG 조치/NNG 를/JKO 겨냥/NNG ,/SP '/SS 신/XPN 북풍/NNG (/SS 新北風/SH )/SS '/SS 의혹/NNG 을/JKO 제기/NNG 하/XSV 았/EP 다/EF ./SF 
사과__08/NNG	◇/SW 한나라/NNP ,/SP "/SS 이/MM 정권/NNG 은/JX 남북문제/NNG 서/JKB 손/NNG 떼/VV 라/EC "/SS =/SW 李/SH 후보/NNG 가/JKS 27/SN 일/NNB 주요/NNG 당직자/NNG 회의/NNG 에서/JKB 정부/NNG 의/JKG 	사과/NNG	수용/NNG 자세/NNG 를/JKO 무/XPN 원칙/NNG 하/XSA 다고/EC 비판/NNG 하/XSV ᆫ/ETM 데/NNB 잇/VV 어/EC 서청원/NNP 대표/NNG 는/JX 이날/NNG 최고/NNG 위원/NNG 회의/NNG 에서/JKB "/SS 일부/NNG 에서/JKB ᆫ/JX 
사과__05/NNG	박희태/NNP (/SS 朴熺太/SH )/SS 최고/NNG 위원/NNG 은/JX "/SS 북한/NNP 은/JX 유감/NNG 이/VCP 라고/EC 하/VV 면서/EC '/SS 감/NNG '/SS 을/JKO 내놓/VV 았/EP 는데/EC 우리/NP ᆫ/JX '/SS 	사과/NNG	'/SS 로/JKB 받아들이/VV ᆫ다/EC "/SS 며/EC 우리/NP 측/NNB 의/JKG '/SS 저/XPN 자세/NNG '/SS 를/JKO 비꼬/VV 았/EP 다/EF ./SF 
사과__08/NNG	북한/NNP 이/JKS 고립/NNG 탈피/NNG 를/JKO 위하/VV ᆫ/ETM 개방/NNG 노선/NNG 을/JKO 밟/VV 고/EC 있/VX 다는/ETM 징조/NNG 는/JX 서해/NNP 교전/NNG 에/JKB 대하/VV ᆫ/ETM 	사과/NNG	표명/NNG 과/JKB 함께/MAG 남북/NNP 장관/NNG 급/NNG 회담/NNG 의/JKG 재개/NNG 를/JKO 요청/NNG 하/XSV 면서/EC 보이/VV 었/EP 다/EF ./SF 
사과__08/NNG	그러나/MAJ 정부/NNG 가/JKS 공언/NNG 하/XSV ᆫ/ETM 서해/NNP 교전/NNG 에/JKB 대하/VV ᆫ/ETM 북측/NNG 의/JKG 분명/MAG 하/XSA ᆫ/ETM 	사과/NNG	./SP 재발/NNG 방지/NNG 약속/NNG 문제/NNG 는/JX 북한/NNP 대표단/NNG 이/JKS 지난달/NNG 25/SN 일자/NNG 대남/NNG 전통문/NNG 에서/JKB 의/JKG 유감/NNG 표명/NNG 을/JKO 재/XPN 확인/NNG 하/XSV 는/ETM 수준/NNG 에/JKB 
사과__08/NNG	이/JKS 재/XPN 합의/NNG 하/XSV ᆯ/ETM 것/NNB 이/JKS 분명/NNG 하/XSV 고/EC ,/SP 이/NP 에/JKB 따르/VV 아/EC 남북/NNP 군사/NNG 당국/NNG 회담/NNG 이/JKS 열리/VV ᆯ/ETM 때/NNG 서해/NNP 교전/NNG 	사과/NNG	문제/NNG 등/NNB 을/JKO 남측/NNG 이/JKS 제기/NNG 하/XSV 지/EC 못하/VX 도록/EC 여건/NNG 을/JKO 만들/VV 어/EC 나가/VX ᆫ다는/ETM 것/NNB 이/VCP 다/EF ./SF 
사과__08/NNG	민주당/NNP 유재건/NNP (/SS 柳在乾/SH )/SS 의원/NNG 도/JX "/SS 서해/NNP 교전/NNG 이/JKS 정전/NNG 협정/NNG 위반/NNG 이/VCP 므로/EC 북한/NNP 측/NNB 	사과/NNG	를/JKO 요구/NNG 하/XSV 라/EC "/SS 고/JKQ 몰아세우/VV 었/EP 다/EF ./SF 
사과__08/NNG	또/MAG 서해/NNP 교전/NNG 에/JKB 대하/VV ᆫ/ETM 북측/NNG 의/JKG 	사과/NNG	도/JX 이끌/VV 어/EC 내/VX 지/EC 못하/VX 았/EP 다/EF ./SF 
사과__05/NNG	12/SN 일/NNB 첫/MM 회의/NNG 는/JX 서해/NNP 교전/NNG 사태/NNG 를/JKO 둘러싸/VV 고/EC 남측/NNG 이/JKS 일정/NNG 수준/NNG 의/JKG 	사과/NNG	표현/NNG 을/JKO 담/VV 아/EC 주/VX ᆯ/ETM 것/NNB 을/JKO 요청/NNG 하/XSV ᆫ/ETM 데/NNB 대하/VV 아/EC 북측/NNG 이/JKS 불쾌/XR 하/XSA ᆫ/ETM 감정/NNG 을/JKO 드러내/VV 면서/EC 두/MM 시간/NNB 
사과__08/NNG	판사/NNG 들/XSN 의/JKG 공감대/NNG 를/JKO 자극/NNG 하/XSV 았/EP 고/EC ,/SP 일부/NNG 판사/NNG 들/XSN 은/JX 사법부/NNG 의/JKG 권위/NNG 회복/NNG 을/JKO 위하/VV 아/EC 대법원장/NNG 이/JKS 국민/NNG 에게/JKB 	사과/NNG	하/XSV 아야/EC 하/VX ᆫ다는/ETM 건의문/NNG 을/JKO 작성/NNG 하/XSV 았/EP 다고/EC 하/VX ᆫ다/EF ./SF 
사과__08/NNG	그렇/VA 다면/EC 경제/NNG 위기/NNG 의/JKG 장본인/NNG 이/JKS 이제껏/MAG 국민/NNG 에게/JKB 	사과/NNG	한마디/NNG 없이/MAG 이런/MM 치졸/NNG 하/XSA 고/EC 거칠/VA ᆫ/ETM 방식/NNG 으로/JKB 정치/NNG 를/JKO 다시/MAG 시작/NNG 하/XSV 아도/EC 좋/VA 은가/EC 하/VV 는/ETM 의문/NNG 이/JKS 떠오르/VV ᆯ/ETM 수/NNB 
사과__08/NNG	그/MM 다짐/NNG 은/JX 좋/VA 으나/EC 이번/NNG 사건/NNG 이/JKS 일어나/VV 기/ETN 전/NNG 에/JKB 언제/MAG 그런/MM 문제/NNG 를/JKO 진솔/XR 하/XSA 게/EC 시인/NNG 하/XSV 거나/EC 	사과/NNG	하/XSV ᆫ/ETM 적/NNB 이/JKS 있/VV 었/EP 는가/EF ./SF 
사과__08/NNG	이/JKS 생기/VV 거나/EC 일시/NNG 적/XSN 으로/JKB 반/XPN 미/NNP 감정/NNG 이/JKS 높/VA 아/EC 지/VX ᆫ다/EC 하/VV 더라도/EC 정직/NNG 하/XSA 게/EC 진상/NNG 을/JKO 밝히/VV 고/EC 진정/NNG 으로/JKB 	사과/NNG	하/XSV 는/ETM 것/NNB 이/JKS 문제/NNG 를/JKO 풀/VV 는/ETM 바르/VA ᆫ/ETM 길/NNG 이/VCP 다/EF ./SF 
사과__08/NNG	마침/MAG 국민회의/NNP 김근태/NNP 부총재/NNG 는/JX 정/NNP 의원/NNG 이/JKS 이강래/NNP 전/MM 정무/NNG 수석/NNG 과/JC 김대중/NNP 대통령/NNG 에게/JKB 정식/NNG 으로/JKB 	사과/NNG	하/XSV 아야/EC 하/VX ᆫ다는/ETM 말/NNG 을/JKO 하/VV 았/EP 다/EF ./SF 
사과__08/NNG	시중/NNG 에/JKB 떠돌/VV 는/ETM 얘기/NNG 를/JKO 하/VV 게/EC 되/VV 었/EP 다/EC "/SS 며/EC "/SS 앞/NNG 으로/JKB 말/NNG 을/JKO 가리/VV 어서/EC 하/VX 겠/EP 다/EC "/SS 고/JKQ 	사과/NNG	하/XSV 았/EP 다/EF ./SF 
사과__05/NNG	그러나/MAJ 수만/NR 평/NNB 의/JKG 	사과/NNG	밭/NNG 에서/JKB 썩/VV 은/ETM 사과/NNG 딱/MAG 하나/NR 줍/VV 어서/EC 과수원/NNG 의/JKG 사과/NNG 는/JX 다/MAG 썩/VV 었/EP 다고/EC 말/NNG 하/XSV 면/EC 그것/NP 이/JKS 진실/NNG 이/VCP 냐/EC 
사과__05/NNG	그러나/MAJ 수만/NR 평/NNB 의/JKG 사과/NNG 밭/NNG 에서/JKB 썩/VV 은/ETM 	사과/NNG	딱/MAG 하나/NR 줍/VV 어서/EC 과수원/NNG 의/JKG 사과/NNG 는/JX 다/MAG 썩/VV 었/EP 다고/EC 말/NNG 하/XSV 면/EC 그것/NP 이/JKS 진실/NNG 이/VCP 냐/EC "/SS 고/JKQ 조선일보/NNP 를/JKO 역공/NNG 
사과__05/NNG	그러나/MAJ 수만/NR 평/NNB 의/JKG 사과/NNG 밭/NNG 에서/JKB 썩/VV 은/ETM 사과/NNG 딱/MAG 하나/NR 줍/VV 어서/EC 과수원/NNG 의/JKG 	사과/NNG	는/JX 다/MAG 썩/VV 었/EP 다고/EC 말/NNG 하/XSV 면/EC 그것/NP 이/JKS 진실/NNG 이/VCP 냐/EC "/SS 고/JKQ 조선일보/NNP 를/JKO 역공/NNG 하/XSV 았/EP 다/EF ./SF 
사과__08/NNG	의/JKG 시행착오/NNG 와/JC 잡음/NNG 으로/JKB 우리/NP 당/NNG 은/JX 많/VA 은/ETM 비난/NNG 을/JKO 받/VV 고/EC 있/VX 다/EC "/SS 며/EC 광주/NNP 시장/NNG 경선/NNG 과정/NNG 의/JKG 말썽/NNG 을/JKO 	사과/NNG	하/XSV ᆫ/ETM 뒤/NNG "/SS 앞/NNG 으로/JKB 이/MM 문제/NNG 를/JKO 하나하나/MAG 고치/VV 어/EC 나가/VX ᆯ/ETM 생각/NNG "/SS 이라고/JKQ 말/NNG 하/XSV 았/EP 다/EF ./SF 
사과__08/NNG	를/JKO 제지/NNG 하/XSV 던/ETM 한국/NNP 외교관/NNG 을/JKO 폭행/NNG 하/XSV ᆫ/ETM 사건/NNG 과/JKB 관련/NNG 하/XSV 아/EC 연행/NNG 되/XSV ᆫ/ETM 원/NNP 씨/NNB 의/JKG 신병/NNG 인도/NNG 와/JC 공식/NNG 	사과/NNG	및/MAG 재발/NNG 방지/NNG 약속/NNG 등/NNB 을/JKO 거듭/MAG 요구/NNG 하/XSV 았/EP 다/EF ./SF 
사과__08/NNG	(/SS 동경/NNP )/SS //SP 오태규/NNP 특파원/NNG ,/SP 외신/NNG 종합/NNG ohtak/SL @/SW hani/SL ./SP co/SL ./SP kr/SL 「/SS 사설/NNG 」/SS 주권/NNG 유린/NNG 하/XSV ᆫ/ETM 중국/NNP ,/SP 	사과/NNG	하/XSV 라/EC 중국/NNP 보안/NNG 요원/NNG 과/JC 공안/NNG 요원/NNG 들/XSN 이/JKS 베이징/NNP 주재/NNG 한국/NNP 대사관/NNG 영사부/NNG 건물/NNG 안/NNG 에/JKB 까지/JX 들어오/VV 아/EC 탈북자/NNG 를/JKO 끌/VV 고/EC 
사과__08/NNG	정부/NNG 는/JX 주한/NNG 중국/NNP 대사/NNG 를/JKO 부르/VV 어/EC 중국/NNP 의/JKG 공식/NNG 	사과/NNG	와/JC 관련자/NNG 문책/NNG 을/JKO 요구/NNG 하/XSV 았/EP 지만/EC 이런/MM 항의/NNG 정도/NNG 로/JKB 끝내/VV ᆯ/ETM 일/NNG 이/JKC 아니/VCN 다/EF ./SF 
사과__08/NNG	정부/NNG 는/JX 중국/NNP 에/JKB 엄중히/MAG 항의/NNG 하/XSV ᄆ/ETN 은/JX 물론/MAG ,/SP 중국/NNP 의/JKG 	사과/NNG	태도/NNG 가/JKS 미흡/NNG 하/XSA 면/EC 단호/XR 하/XSA ᆫ/ETM 조처/NNG 도/JX 강구/NNG 하/XSV 아야/EC 하/VX ᆫ다/EF ./SF 
사과__08/NNG	중국/NNP 정부/NNG 의/JKG 공식/NNG 	사과/NNG	와/JC 관련자/NNG 문책/NNG ,/SP 탈북자/NNG 의/JKG 원상회복/NNG 등/NNB 은/JX 최소한/NNG 의/JKG 요구/NNG 이/VCP 라고/EC 보/VV ᆫ다/EF ./SF 
사과__08/NNG	애초/NNG 사건/NNG 이/JKS 발생/NNG 하/XSV 자/EC 정부/NNG 는/JX "/SS 중대/NNG 하/XSA ᆫ/ETM 외교/NNG 불가침/NNG 권/XSN 침해/NNG "/SS 이/VCP 라며/EC 중국/NNP 의/JKG 	사과/NNG	와/JC 재발/NNG 방지/NNG 약속/NNG ,/SP 관련자/NNG 문책/NNG ,/SP 강제/NNG 연행/NNG 탈북자/NNG 원상회복/NNG 등/NNB 을/JKO 강력히/MAG 요구/NNG 하/XSV 았/EP 다/EF ./SF 
사과__08/NNG	중국/NNP 은/JX 공식/NNG 	사과/NNG	가/JKC 아니/VCN 라/EC '/SS 유감/NNG '/SS 을/JKO 표명/NNG 하/XSV 는/ETM 데/NNB 그치/VV 었/EP 다/EF ./SF 
사과__08/NNG	김/NNP 대통령/NNG 의/JKG '/SS 응원/NNG 강행군/NNG '/SS 은/JX 홍업/NNP ./SP 홍걸/NNP 씨/NNB 에/JKB 대하/VV ᆫ/ETM 사법/NNG 처리/NNG 가/JKS 마무리/NNG 되/XSV 고/EC 대국민/NNG 직접/MAG 	사과/NNG	로/JKB 아들/NNG 들/XSN 의/JKG 비리/NNG 정국/NNG 이/JKS 어느/MM 정도/NNG 매듭/NNG 짓/VV 어/EC 지/VX 었/EP 다는/ETM 판단/NNG 에/JKB 따르/VV ᆫ/ETM 것/NNB 으로/JKB 보이/VV ᆫ다/EF ./SF 
